speed_mph,temperature_c,terrain,energy_consumption_kwh_per_mile,range_miles
61.23620356542087,-0.7433535580690176,hilly,0.23742244856758676,421.1901637916649
78.52142919229749,17.095047368917907,flat,0.23990431171900115,416.83285841535667
71.95981825434215,33.647291793820415,flat,0.23811208932006897,419.9702765430803
67.9597545259111,26.611244320478058,flat,0.22879161362510497,437.0789576398492
54.6805592132731,30.328057393072484,hilly,0.22305323159385348,448.32347545667943
54.67983561008608,22.939168335535868,hilly,0.22397453432692976,446.47932989574883
51.742508365045985,24.613828225892625,hilly,0.2231018343929464,448.22580805799777
75.98528437324805,32.459782578265965,hilly,0.2496754019373413,400.52003210591033
68.03345035229626,2.4834004429592973,hilly,0.23887113444561725,418.63576456018615
71.24217733388136,14.471248182157023,hilly,0.1681922273067144,594.5577961675991
50.61753482887407,1.0604720909801113,hilly,0.24011801553059522,416.46187929309394
79.09729556485983,39.38340039983235,flat,0.23089472389437551,433.0978132083509
74.97327922401266,37.202966984330665,hilly,0.22662582487108207,441.25597802847847
56.370173320348286,-8.028659431574706,flat,0.2192296309382223,456.14271926671927
55.454749016213015,25.27875862578442,flat,0.24948225439972027,400.8301121080142
55.50213529560301,36.26241587078329,hilly,0.24595052924245717,406.58582971139026
59.12726728878613,-0.9712327436333226,hilly,0.21154244664352784,472.7183673379317
65.74269294896713,18.397261527631475,flat,0.2351410457424907,425.27666611431465
62.95835055926347,35.774414879402094,flat,0.2075668653091743,481.77246330260056
58.736874205941255,-8.302701070710057,hilly,0.1994076367042214,501.48530744752077
68.35558684167138,24.871013362341998,hilly,0.2144656555082007,466.2751234599249
54.18481581956125,4.867450368627539,flat,0.2442478694476552,409.42015267580877
58.76433945605655,36.21980976882652,hilly,0.24606250090752174,406.40081130274797
60.99085529881075,38.552912258268385,hilly,0.23726170840194588,421.47551188744563
63.68209952651108,37.213324455671696,hilly,0.24150191573695995,414.07539022969246
73.55527884179041,13.71071083287319,flat,0.23732356574229918,421.365656154797
55.990213464750795,33.10213254946567,flat,0.21417036809554096,466.9180003248171
65.42703315240834,32.22746992675352,flat,0.23563845089347882,424.3789569182211
67.77243706586128,5.955023662162782,hilly,0.24300819050455366,411.5087635209815
51.39351238159993,31.445773707533867,hilly,0.24208582659627148,413.07664065261787
68.22634555704315,-8.149618264225369,flat,0.2507782674294929,398.75863656373383
55.115723710618745,19.81349392410265,flat,0.24116607694402128,414.65201601803926
